event_name,commonName,version,catalog.shortName,GPS,reference,jsonurl,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_1_source_unit,mass_2_source,mass_2_source_lower,mass_2_source_upper,mass_2_source_unit,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,network_matched_filter_snr_unit,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,luminosity_distance_unit,chi_eff,chi_eff_lower,chi_eff_upper,chi_eff_unit,total_mass_source,total_mass_source_lower,total_mass_source_upper,total_mass_source_unit,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass_source_unit,chirp_mass,chirp_mass_lower,chirp_mass_upper,chirp_mass_unit,redshift,redshift_lower,redshift_upper,redshift_unit,far,far_lower,far_upper,far_unit,p_astro,p_astro_lower,p_astro_upper,p_astro_unit,final_mass_source,final_mass_source_lower,final_mass_source_upper,final_mass_source_unit
GW190513_205428-v1,GW190513_205428,1,GWTC-2,1241816086.8,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190513_205428/v1,35.7,-9.2,9.5,M_sun,18.0,-4.1,7.7,M_sun,12.28987773592599,,,,2060.0,-800.0,880.0,Mpc,0.11,-0.17,0.28,,53.9,-5.9,8.6,M_sun,21.6,-1.9,3.8,M_sun,29.5,-2.5,5.6,M_sun,0.37,-0.13,0.13,,1e-05,,,1/yr,1.0,,,,51.6,-5.8,8.2,M_sun
GW190513_205428-v2,GW190513_205428,2,GWTC-2.1-confident,1241816086.7,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190513_205428/v2,36.0,-9.7,10.6,M_sun,18.3,-4.7,7.4,M_sun,12.5,-0.4,0.3,,2210.0,-810.0,990.0,Mpc,0.16,-0.22,0.29,,54.4,-6.7,9.3,M_sun,21.8,-2.2,3.8,M_sun,,,,,0.4,-0.13,0.14,,1.3e-05,,,1/yr,0.99998,,,,52.1,-6.6,8.8,M_sun
GW190513_205428-v3,GW190513_205428,3,IAS-O3a,1241816086.7,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190513_205428/v3,41.0,-14.0,58.0,M_sun,18.0,-6.0,14.0,M_sun,12.0,,,,2400.0,-1200.0,2000.0,Mpc,0.3,-0.7,0.4,,58.0,-9.0,66.0,M_sun,23.0,-4.0,17.0,M_sun,32.0,-6.0,34.0,M_sun,0.42,-0.19,0.28,,0.001,,,1/yr,1.0,,,,,,,
GW190512_180714-v1,GW190512_180714,1,GWTC-2,1241719652.4,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190512_180714/v1,23.3,-5.8,5.3,M_sun,12.6,-2.5,3.6,M_sun,12.26449406234808,,,,1430.0,-550.0,550.0,Mpc,0.03,-0.13,0.12,,35.9,-3.5,3.8,M_sun,14.6,-1.0,1.3,M_sun,18.6,-0.8,0.9,M_sun,0.27,-0.1,0.09,,1e-05,,,1/yr,1.0,,,,34.5,-3.5,3.8,M_sun
GW190512_180714-v2,GW190512_180714,2,GWTC-2.1-confident,1241719652.4,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190512_180714/v2,23.2,-5.6,5.6,M_sun,12.5,-2.6,3.5,M_sun,12.7,-0.4,0.3,,1460.0,-590.0,510.0,Mpc,0.02,-0.14,0.13,,35.8,-3.5,4.1,M_sun,14.6,-0.9,1.4,M_sun,,,,,0.28,-0.1,0.08,,1e-05,,,1/yr,1.0,,,,34.3,-3.4,4.1,M_sun
GW190512_180714-v3,GW190512_180714,3,IAS-O3a,1241719652.4,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190512_180714/v3,24.0,-7.0,25.0,M_sun,12.0,-5.0,5.0,M_sun,12.6,,,,1600.0,-700.0,800.0,Mpc,0.1,-0.5,0.5,,36.0,-4.0,21.0,M_sun,14.4,-1.3,3.5,M_sun,19.0,-3.0,5.0,M_sun,0.29,-0.12,0.14,,0.001,,,1/yr,1.0,,,,,,,
GW190503_185404-v1,GW190503_185404,1,GWTC-2,1240944862.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190503_185404/v1,43.3,-8.1,9.2,M_sun,28.4,-8.0,7.7,M_sun,12.20867275049248,,,,1450.0,-630.0,690.0,Mpc,-0.03,-0.26,0.2,,71.7,-8.3,9.4,M_sun,30.2,-4.2,4.2,M_sun,38.6,-6.0,5.3,M_sun,0.27,-0.11,0.11,,1e-05,,,1/yr,1.0,,,,68.6,-7.7,8.8,M_sun
GW190503_185404-v2,GW190503_185404,2,GWTC-2.1-confident,1240944862.2,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190503_185404/v2,41.3,-7.7,10.3,M_sun,28.3,-9.2,7.5,M_sun,12.2,-0.4,0.2,,1520.0,-600.0,630.0,Mpc,-0.05,-0.3,0.23,,69.4,-8.6,10.1,M_sun,29.3,-4.4,4.5,M_sun,,,,,0.29,-0.1,0.1,,1e-05,,,1/yr,1.0,,,,66.5,-7.9,9.4,M_sun
GW190503_185404-v3,GW190503_185404,3,IAS-O3a,1240944862.3,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190503_185404/v3,42.0,-7.0,78.0,M_sun,31.0,-16.0,9.0,M_sun,11.9,,,,1600.0,-800.0,1300.0,Mpc,-0.1,-0.6,0.7,,73.0,-12.0,78.0,M_sun,31.0,-7.0,20.0,M_sun,41.0,-12.0,35.0,M_sun,0.31,-0.16,0.19,,0.001,,,1/yr,1.0,,,,,,,
GW190426_190642-v1,GW190426_190642,1,GWTC-2.1-confident,1240340820.6,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190426_190642/v1,105.5,-24.1,45.3,M_sun,76.0,-36.5,26.2,M_sun,8.7,-0.6,0.4,,4580.0,-2280.0,3400.0,Mpc,0.23,-0.41,0.42,,182.3,-35.7,40.2,M_sun,76.0,-17.4,19.1,M_sun,,,,,0.73,-0.32,0.41,,4.1,,,1/yr,0.75053,,,,172.9,-33.6,37.7,M_sun
GW190426_152155-v1,GW190426_152155,1,GWTC-2,1240327333.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190426_152155/v1,5.7,-2.3,3.9,M_sun,1.5,-0.5,0.8,M_sun,10.12041364677255,,,,370.0,-160.0,180.0,Mpc,-0.03,-0.3,0.32,,7.2,-1.5,3.5,M_sun,2.41,-0.08,0.08,M_sun,2.6,-0.01,0.01,M_sun,0.08,-0.03,0.04,,1.443741335492165,,,1/yr,,,,,,,,
GW190426_152155-v2,GW190426_152155,2,GWTC-2.1-marginal,1240327333.3,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-marginal/GW190426_152155/v2,,,,,,,,,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,1/yr,,,,,,,,
GW190425-v1,GW190425,1,O3_Discovery_Papers,1240215503.0,/o3_eventdata_docs/,https://gwosc.org/eventapi/json/O3_Discovery_Papers/GW190425/v1,1.74,-0.09,0.17,M_sun,1.56,-0.14,0.08,M_sun,12.46,-0.43,0.29,,159.0,-72.0,69.0,Mpc,0.012,-0.013,0.015,,3.3,-0.1,0.1,M_sun,1.44,-0.02,0.02,M_sun,1.4868,-0.0003,0.0003,M_sun,0.04,-0.02,0.01,,,,,,,,,,,,,
GW190425-v2,GW190425,2,GWTC-2,1240215503.0,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190425/v2,2.0,-0.3,0.6,M_sun,1.4,-0.3,0.3,M_sun,13.02922972476558,,,,160.0,-70.0,70.0,Mpc,0.06,-0.05,0.11,,3.4,-0.1,0.3,M_sun,1.44,-0.02,0.02,M_sun,1.49,-0.0006,0.0008,M_sun,0.03,-0.02,0.01,,0.000751854698112682,,,1/yr,,,,,,,,
GW190425_081805-v3,GW190425,3,GWTC-2.1-confident,1240215503.0,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190425/v3,2.1,-0.4,0.5,M_sun,1.3,-0.2,0.3,M_sun,12.4,-0.4,0.4,,150.0,-60.0,80.0,Mpc,0.07,-0.05,0.07,,3.4,-0.1,0.3,M_sun,1.44,-0.02,0.02,M_sun,,,,,0.03,-0.01,0.02,,0.034,,,1/yr,0.78349,,,,,,,
GW190424_180648-v1,GW190424_180648,1,GWTC-2,1240164426.1,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190424_180648/v1,40.5,-7.3,11.1,M_sun,31.8,-7.7,7.6,M_sun,10.0939769744873,,,,2200.0,-1160.0,1580.0,Mpc,0.13,-0.22,0.22,,72.6,-10.7,13.3,M_sun,31.0,-4.6,5.8,M_sun,43.4,-4.8,6.0,M_sun,0.39,-0.19,0.23,,0.7822864941910456,,,1/yr,0.906492,,,,68.9,-10.1,12.4,M_sun
GW190424_180648-v2,GW190424_180648,2,GWTC-2.1-auxiliary,1240164426.1,/GWTC-2.1,https://gwosc.org/eventapi/json/GWTC-2.1-auxiliary/GW190424_180648/v2,,,,,,,,,10.0939769744873,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.038785546924121,,,1/yr,0.12110151519463319,,,,,,,
GW190421_213856-v1,GW190421_213856,1,GWTC-2,1239917954.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190421_213856/v1,41.3,-6.9,10.4,M_sun,31.9,-8.8,8.0,M_sun,10.55069569549375,,,,2880.0,-1380.0,1370.0,Mpc,-0.06,-0.27,0.22,,72.9,-9.2,13.4,M_sun,31.2,-4.2,5.9,M_sun,46.6,-6.0,6.6,M_sun,0.49,-0.21,0.19,,0.0007738314255311893,,,1/yr,0.999768,,,,69.7,-8.7,12.5,M_sun
GW190421_213856-v2,GW190421_213856,2,GWTC-2.1-confident,1239917954.2,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190421_213856/v2,42.0,-7.4,10.1,M_sun,32.0,-9.8,8.3,M_sun,10.7,-0.4,0.2,,2590.0,-1240.0,1490.0,Mpc,-0.1,-0.27,0.21,,73.6,-9.5,13.2,M_sun,31.4,-4.6,6.0,M_sun,,,,,0.45,-0.19,0.21,,0.0028,,,1/yr,0.99792,,,,70.5,-9.0,12.4,M_sun
GW190421_213856-v3,GW190421_213856,3,IAS-O3a,1239917954.2,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190421_213856/v3,43.0,-9.0,91.0,M_sun,31.0,-15.0,14.0,M_sun,10.5,,,,2800.0,-1600.0,2300.0,Mpc,-0.1,-0.7,0.6,,74.0,-12.0,94.0,M_sun,31.0,-6.0,25.0,M_sun,47.0,-12.0,47.0,M_sun,0.5,-0.3,0.3,,0.001,,,1/yr,1.0,,,,,,,
GW190413_134308-v1,GW190413_134308,1,GWTC-2,1239198206.7,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190413_134308/v1,47.5,-10.7,13.5,M_sun,31.8,-10.8,11.7,M_sun,9.970916853163907,,,,4450.0,-2120.0,2480.0,Mpc,-0.03,-0.29,0.25,,78.8,-11.9,17.4,M_sun,33.0,-5.4,8.2,M_sun,57.0,-9.8,8.6,M_sun,0.71,-0.3,0.31,,0.043657319879159086,,,1/yr,0.9849,,,,75.5,-11.4,16.4,M_sun
GW190413_134308-v2,GW190413_134308,2,GWTC-2.1-confident,1239198206.7,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190413_134308/v2,51.3,-12.6,16.6,M_sun,30.4,-12.7,11.7,M_sun,10.6,-0.5,0.4,,3800.0,-1830.0,2480.0,Mpc,-0.01,-0.38,0.28,,81.3,-11.8,16.8,M_sun,33.3,-6.3,7.8,M_sun,,,,,0.62,-0.26,0.32,,0.18,,,1/yr,0.99058,,,,78.0,-11.5,16.1,M_sun
GW190413_134308-v3,GW190413_134308,3,IAS-O3a,1239198206.7,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190413_134308/v3,56.0,-16.0,75.0,M_sun,29.0,-16.0,15.0,M_sun,9.62,,,,4000.0,-2000.0,4000.0,Mpc,0.0,-0.7,0.6,,84.0,-16.0,77.0,M_sun,34.0,-10.0,17.0,M_sun,60.0,-30.0,40.0,M_sun,0.6,-0.3,0.5,,0.001,,,1/yr,1.0,,,,,,,
GW190413_052954-v1,GW190413_052954,1,GWTC-2,1239168612.5,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190413_052954/v1,34.7,-8.1,12.6,M_sun,23.7,-6.7,7.3,M_sun,8.555396161858269,,,,3550.0,-1660.0,2270.0,Mpc,-0.01,-0.34,0.29,,58.6,-9.7,13.3,M_sun,24.6,-4.1,5.5,M_sun,39.4,-6.6,7.7,M_sun,0.59,-0.24,0.29,,0.07168326663702794,,,1/yr,0.97779,,,,56.0,-9.2,12.5,M_sun
GW190413_052954-v2,GW190413_052954,2,GWTC-2.1-confident,1239168612.5,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190413_052954/v2,33.7,-6.4,10.4,M_sun,24.2,-7.0,6.5,M_sun,9.0,-0.8,0.4,,3320.0,-1400.0,1910.0,Mpc,-0.04,-0.32,0.27,,58.0,-7.8,10.6,M_sun,24.5,-3.4,4.6,M_sun,,,,,0.56,-0.21,0.25,,0.82,,,1/yr,0.9275,,,,55.5,-7.3,10.1,M_sun
GW190413_052954-v3,GW190413_052954,3,IAS-O3a,1239168612.5,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190413_052954/v3,33.0,-7.0,39.0,M_sun,23.0,-13.0,7.0,M_sun,8.78,,,,4000.0,-2000.0,3000.0,Mpc,0.0,-0.7,0.5,,57.0,-10.0,30.0,M_sun,24.0,-6.0,6.0,M_sun,41.0,-14.0,11.0,M_sun,0.7,-0.4,0.4,,0.24,,,1/yr,0.83,,,,,,,
GW190412-v1,GW190412,1,O3_Discovery_Papers,1239082262.2,/o3_eventdata_docs,https://gwosc.org/eventapi/json/O3_Discovery_Papers/GW190412/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW190412-v2,GW190412,2,O3_Discovery_Papers,1239082262.2,/o3_eventdata_docs/,https://gwosc.org/eventapi/json/O3_Discovery_Papers/GW190412/v2,30.1,-5.3,4.6,M_sun,8.3,-0.9,1.6,M_sun,19.0,-0.3,0.2,,740.0,-160.0,130.0,Mpc,0.25,-0.11,0.08,,38.4,-3.9,3.8,M_sun,13.3,-0.4,0.4,M_sun,15.2,-0.1,0.3,M_sun,0.15,-0.03,0.03,,,,,,,,,,,,,
GW190412-v3,GW190412,3,GWTC-2,1239082262.2,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190412/v3,30.1,-5.1,4.7,M_sun,8.3,-0.9,1.6,M_sun,19.674587670393503,,,,740.0,-170.0,140.0,Mpc,0.25,-0.11,0.08,,38.4,-3.7,3.8,M_sun,13.3,-0.3,0.4,M_sun,15.2,-0.2,0.2,M_sun,0.15,-0.03,0.03,,1e-05,,,1/yr,1.0,,,,37.3,-3.8,3.9,M_sun
GW190412_053044-v4,GW190412,4,GWTC-2.1-confident,1239082262.1,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190412/v4,27.7,-6.0,6.0,M_sun,9.0,-1.4,2.0,M_sun,19.8,-0.3,0.2,,720.0,-220.0,240.0,Mpc,0.21,-0.13,0.12,,36.8,-4.4,4.7,M_sun,13.3,-0.5,0.5,M_sun,,,,,0.15,-0.04,0.04,,1e-05,,,1/yr,1.0,,,,35.6,-4.5,4.8,M_sun
GW190412-v5,GW190412,5,IAS-O3a,1239082262.1,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190412/v5,31.0,-13.0,15.0,M_sun,8.0,-2.0,6.0,M_sun,17.9,,,,700.0,-300.0,400.0,Mpc,0.2,-0.4,0.4,,39.0,-8.0,14.0,M_sun,13.3,-0.9,1.6,M_sun,15.2,-1.0,2.4,M_sun,0.15,-0.07,0.06,,0.001,,,1/yr,1.0,,,,,,,
GW190408_181802-v1,GW190408_181802,1,GWTC-2,1238782700.3,/GWTC-2/,https://gwosc.org/eventapi/json/GWTC-2/GW190408_181802/v1,24.6,-3.4,5.1,M_sun,18.4,-3.6,3.3,M_sun,14.79290708414002,,,,1550.0,-600.0,400.0,Mpc,-0.03,-0.19,0.14,,43.0,-3.0,4.2,M_sun,18.3,-1.2,1.9,M_sun,23.7,-1.7,1.4,M_sun,0.29,-0.1,0.06,,1e-05,,,1/yr,1.0,,,,41.1,-2.8,3.9,M_sun
GW190408_181802-v2,GW190408_181802,2,GWTC-2.1-confident,1238782700.2,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190408_181802/v2,24.8,-3.5,5.4,M_sun,18.5,-4.0,3.3,M_sun,14.6,-0.3,0.2,,1540.0,-620.0,440.0,Mpc,-0.03,-0.17,0.13,,43.4,-3.0,4.2,M_sun,18.5,-1.2,1.9,M_sun,,,,,0.29,-0.11,0.07,,1e-05,,,1/yr,1.0,,,,41.4,-2.9,3.9,M_sun
GW190408_181802-v3,GW190408_181802,3,IAS-O3a,1238782700.3,/IAS-O3a/,https://gwosc.org/eventapi/json/IAS-O3a/GW190408_181802/v3,25.0,-4.0,45.0,M_sun,18.0,-8.0,5.0,M_sun,14.3,,,,1600.0,-800.0,1000.0,Mpc,0.0,-0.7,0.6,,43.0,-5.0,42.0,M_sun,18.0,-3.0,9.0,M_sun,24.0,-6.0,16.0,M_sun,0.3,-0.14,0.15,,0.001,,,1/yr,1.0,,,,,,,
GW190403_051519-v1,GW190403_051519,1,GWTC-2.1-confident,1238303737.2,/GWTC-2.1/,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW190403_051519/v1,85.0,-33.0,27.8,M_sun,20.0,-8.4,26.3,M_sun,7.6,-1.1,0.6,,8280.0,-4290.0,6720.0,Mpc,0.68,-0.43,0.16,,106.6,-23.6,26.7,M_sun,34.0,-8.4,15.1,M_sun,,,,,1.18,-0.53,0.73,,7.7,,,1/yr,0.60924,,,,102.2,-24.3,26.3,M_sun
GW170823-v1,GW170823,1,GWTC-1-confident,1187529256.5,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170823/v1,39.5,-6.7,11.2,M_sun,29.0,-7.8,6.7,M_sun,11.5,,,,1940.0,-900.0,970.0,Mpc,0.09,-0.26,0.22,,,,,,29.2,-3.6,4.6,M_sun,,,,,0.35,-0.15,0.15,,1e-07,,,yr^-1,1.0,,,,65.4,-7.4,10.1,M_sun
GW170823-v2,GW170823,2,GWTC-2.1-confident,1187529256.5,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170823/v2,38.3,-6.2,9.5,M_sun,29.0,-7.8,6.5,M_sun,12.2,-0.3,0.2,,1970.0,-930.0,840.0,Mpc,0.05,-0.22,0.21,,67.0,-7.2,10.3,M_sun,28.6,-3.3,4.5,M_sun,,,,,0.36,-0.15,0.13,,,,,,,,,,63.9,-6.8,9.6,M_sun
GW170818-v1,GW170818,1,GWTC-1-confident,1187058327.1,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170818/v1,35.4,-4.7,7.5,M_sun,26.7,-5.2,4.3,M_sun,11.3,,,,1060.0,-380.0,420.0,Mpc,-0.09,-0.21,0.18,,,,,,26.5,-1.7,2.1,M_sun,,,,,0.21,-0.07,0.07,,4.2000000000000004e-05,,,yr^-1,1.0,,,,59.4,-3.8,4.9,M_sun
GW170818-v2,GW170818,2,GWTC-2.1-confident,1187058327.1,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170818/v2,34.8,-4.2,6.5,M_sun,27.6,-5.1,4.1,M_sun,12.0,-0.4,0.3,,1080.0,-410.0,430.0,Mpc,-0.06,-0.22,0.19,,62.5,-4.6,5.3,M_sun,26.8,-2.0,2.3,M_sun,,,,,0.21,-0.07,0.07,,,,,,,,,,59.7,-4.2,4.9,M_sun
GW170817-v1,GW170817,1,O1_O2-Preliminary,1187008882.4,https://doi.org/10.7935/K5B8566F,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170817/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170817-v2,GW170817,2,O1_O2-Preliminary,1187008882.4,https://doi.org/10.7935/K5B8566F,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170817/v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170817-v3,GW170817,3,GWTC-1-confident,1187008882.4,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170817/v3,1.46,-0.1,0.12,M_sun,1.27,-0.09,0.09,M_sun,33.0,,,,40.0,-15.0,7.0,Mpc,0.0,-0.01,0.02,,,,,,1.186,-0.001,0.001,M_sun,,,,,0.01,0.0,0.0,,1e-07,,,yr^-1,1.0,,,,2.8,,,M_sun
GW170814-v1,GW170814,1,O1_O2-Preliminary,1186741861.5,https://doi.org/10.7935/K5MP519B,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170814/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170814-v2,GW170814,2,O1_O2-Preliminary,1186741861.5,https://doi.org/10.7935/K5MP519B,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170814/v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170814-v3,GW170814,3,GWTC-1-confident,1186741861.5,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170814/v3,30.6,-3.0,5.6,M_sun,25.2,-4.0,2.8,M_sun,17.2,,,,600.0,-220.0,150.0,Mpc,0.07,-0.12,0.12,,,,,,24.1,-1.1,1.4,M_sun,,,,,0.12,-0.04,0.03,,1e-07,,,yr^-1,1.0,,,,53.2,-2.4,3.2,M_sun
GW170814-v4,GW170814,4,GWTC-2.1-confident,1186741861.5,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170814/v4,30.9,-3.3,5.4,M_sun,24.9,-4.0,3.0,M_sun,17.7,-0.3,0.2,,610.0,-230.0,160.0,Mpc,0.08,-0.12,0.13,,56.0,-3.0,3.5,M_sun,24.1,-1.2,1.4,M_sun,,,,,0.13,-0.05,0.03,,,,,,,,,,53.2,-2.7,3.2,M_sun
GW170809-v1,GW170809,1,GWTC-1-confident,1186302519.8,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170809/v1,35.0,-5.9,8.3,M_sun,23.8,-5.2,5.1,M_sun,12.4,,,,1030.0,-390.0,320.0,Mpc,0.08,-0.17,0.17,,,,,,24.9,-1.7,2.1,M_sun,,,,,0.2,-0.07,0.05,,1e-07,,,yr^-1,1.0,,,,56.3,-3.8,5.2,M_sun
GW170809-v2,GW170809,2,GWTC-2.1-confident,1186302519.8,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170809/v2,34.1,-5.3,8.0,M_sun,24.2,-5.3,4.8,M_sun,12.8,-0.3,0.2,,1070.0,-380.0,310.0,Mpc,0.07,-0.17,0.17,,58.5,-3.9,5.3,M_sun,24.8,-1.6,2.2,M_sun,,,,,0.21,-0.07,0.05,,,,,,,,,,55.7,-3.6,5.0,M_sun
GW170729-v1,GW170729,1,GWTC-1-confident,1185389807.3,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170729/v1,50.2,-10.2,16.2,M_sun,34.0,-10.1,9.1,M_sun,10.8,,,,2840.0,-1360.0,1400.0,Mpc,0.37,-0.25,0.21,,,,,,35.4,-4.8,6.5,M_sun,,,,,0.49,-0.21,0.19,,0.02,,,yr^-1,0.98,,,,79.5,-10.2,14.7,M_sun
GW170729-v2,GW170729,2,GWTC-2.1-confident,1185389807.3,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170729/v2,54.7,-12.8,12.7,M_sun,30.2,-10.2,11.9,M_sun,10.7,-0.5,0.4,,2490.0,-1230.0,1690.0,Mpc,0.29,-0.33,0.25,,84.4,-10.9,15.0,M_sun,34.6,-5.7,7.0,M_sun,,,,,0.44,-0.19,0.24,,,,,,,,,,80.3,-10.2,13.5,M_sun
170720-v1,170720,1,GWTC-1-marginal,1184625889.8,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170720/v1,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,5.96,,,M_sun,,,,,10.75,,,yr^-1,,,,,,,,
170705-v1,170705,1,GWTC-1-marginal,1183279534.3,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170705/v1,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,3.4,,,M_sun,,,,,10.97,,,yr^-1,,,,,,,,
170630-v1,170630,1,GWTC-1-marginal,1182874645.8,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170630/v1,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,0.9,,,M_sun,,,,,10.46,,,yr^-1,,,,,,,,
170616-v1,170616,1,GWTC-1-marginal,1181677658.8,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170616/v1,,,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,2.75,,,M_sun,,,,,1.94,,,yr^-1,,,,,,,,
GW170608-v1,GW170608,1,O1_O2-Preliminary,1180922494.5,https://doi.org/10.7935/K51R6NJQ,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170608/v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170608-v2,GW170608,2,O1_O2-Preliminary,1180922494.5,https://doi.org/10.7935/K51R6NJQ,https://gwosc.org/eventapi/json/O1_O2-Preliminary/GW170608/v2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW170608-v3,GW170608,3,GWTC-1-confident,1180922494.5,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-confident/GW170608/v3,11.0,-1.7,5.5,M_sun,7.6,-2.2,1.4,M_sun,15.4,,,,320.0,-110.0,120.0,Mpc,0.03,-0.07,0.19,,,,,,7.9,-0.2,0.2,M_sun,,,,,0.07,-0.02,0.02,,1e-07,,,yr^-1,1.0,,,,17.8,-0.7,3.4,M_sun
GW170608-v4,GW170608,4,GWTC-2.1-confident,1180922494.5,https://doi.org/10.7935/qf3a-3z67,https://gwosc.org/eventapi/json/GWTC-2.1-confident/GW170608/v4,10.6,-1.4,4.0,M_sun,7.8,-1.9,1.2,M_sun,15.3,-0.3,0.2,,340.0,-130.0,120.0,Mpc,0.05,-0.05,0.13,,18.5,-0.6,2.0,M_sun,7.9,-0.2,0.2,M_sun,,,,,0.07,-0.03,0.03,,,,,,,,,,17.7,-0.6,2.1,M_sun
170423-v1,170423,1,GWTC-1-marginal,1176984663.0,https://doi.org/10.7935/82H3-HH23,https://gwosc.org/eventapi/json/GWTC-1-marginal/170423/v1,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,1.17,,,M_sun,,,,,6.47,,,yr^-1,,,,,,,,
